rate,location,rest_type,cuisines
3.9,Electronic City,Delivery,"Bakery, Desserts"
4.0,Electronic City,Quick Bites,"Street Food, American, Sandwich, Fast Food, Beverages, Burger, Desserts, Pizza"
3.6,Electronic City,Quick Bites,North Indian
0.0,Electronic City,"Takeaway, Delivery","Bakery, Desserts"
0.0,Electronic City,"Takeaway, Delivery","Juices, Beverages, Ice Cream"
0.0,Electronic City,Quick Bites,"Andhra, Hyderabadi, North Indian"
0.0,Electronic City,Quick Bites,"Biryani, Rolls, Middle Eastern, Arabian, Charcoal Chicken"
0.0,Electronic City,Quick Bites,"Chinese, Beverages"
3.8,Electronic City,Dessert Parlor,Desserts
2.9,Electronic City,Quick Bites,"Bengali, Biryani, North Indian, Chinese, Fast Food"
2.7,Electronic City,"Takeaway, Delivery","North Indian, Chinese, Biryani, Rolls"
3.4,Electronic City,Quick Bites,"North Indian, Fast Food, Rolls"
4.0,Electronic City,Quick Bites,"Street Food, Beverages"
3.9,Electronic City,Casual Dining,"Biryani, North Indian, Chinese, Seafood"
3.7,Electronic City,Casual Dining,"North Indian, Chinese, Middle Eastern"
3.6,Electronic City,Casual Dining,"North Indian, Asian, Continental, Bengali, Momos"
3.8,Electronic City,"Takeaway, Delivery","North Indian, South Indian"
3.6,Electronic City,"Quick Bites, Sweet Shop","North Indian, Street Food, Mithai, Chinese"
3.6,Electronic City,Quick Bites,"Fast Food, Rolls"
3.8,Electronic City,Casual Dining,"Chinese, Seafood, North Indian, Biryani, Desserts"
3.2,Electronic City,Casual Dining,"Biryani, North Indian"
0.0,Electronic City,Food Court,"Tibetan, Momos"
3.7,Electronic City,Quick Bites,"North Indian, Chinese, Street Food"
3.7,Electronic City,Quick Bites,"Fast Food, Sandwich, Beverages"
3.8,Electronic City,Food Court,"Ice Cream, Desserts"
0.0,Electronic City,"Takeaway, Delivery","Biryani, Seafood, Chinese, Charcoal Chicken"
3.2,Electronic City,Cafe,"Cafe, Fast Food"
3.2,Electronic City,Quick Bites,"Fast Food, Burger"
3.9,Electronic City,Kiosk,Arabian
3.6,Electronic City,Beverage Shop,"Beverages, Fast Food"
3.0,Electronic City,Quick Bites,"Sandwich, Fast Food, Salad, Bakery, Juices"
0.0,Electronic City,Quick Bites,"Desserts, Fast Food, North Indian"
4.0,Electronic City,Quick Bites,"South Indian, Fast Food"
0.0,Electronic City,Quick Bites,"Biryani, North Indian"
0.0,Electronic City,Delivery,Mughlai
3.2,Electronic City,Quick Bites,"Andhra, Biryani"
3.5,Electronic City,Casual Dining,"North Indian, Lucknowi, Mughlai, Biryani"
2.8,Electronic City,Quick Bites,"Rolls, North Indian, Mughlai"
3.6,Electronic City,Quick Bites,"North Indian, Chinese, Biryani, Seafood"
3.5,Electronic City,Delivery,"Biryani, Chinese"
0.0,Electronic City,Quick Bites,"Biryani, Andhra, Chinese, North Indian"
0.0,Electronic City,Quick Bites,"North Indian, Chinese, Fast Food, Biryani"
3.5,Electronic City,Quick Bites,"Fast Food, Rolls"
3.3,Electronic City,Casual Dining,"Biryani, South Indian, North Indian"
3.9,Electronic City,Casual Dining,"Continental, European, Salad, Beverages, Italian, Burger"
3.7,Electronic City,Casual Dining,"Andhra, South Indian"
3.8,Electronic City,Quick Bites,"Tamil, South Indian"
0.0,Electronic City,"Takeaway, Delivery","North Indian, Biryani, Asian"
3.6,Electronic City,Quick Bites,"Chinese, Fast Food, Beverages"
0.0,Electronic City,Delivery,Biryani
3.8,Electronic City,Casual Dining,"Andhra, North Indian"
3.6,Electronic City,Quick Bites,"North Indian, Chinese"
3.3,Electronic City,"Takeaway, Delivery","Chinese, North Indian, Bengali"
3.3,Electronic City,Quick Bites,"Biryani, Fast Food"
2.9,Electronic City,"Takeaway, Delivery",North Indian
3.6,Electronic City,Casual Dining,"North Indian, Chinese, Kerala"
3.2,Electronic City,Casual Dining,"Chinese, North Eastern"
3.7,Electronic City,Quick Bites,South Indian
3.6,Electronic City,Casual Dining,North Indian
3.0,Electronic City,Casual Dining,Bengali
3.0,Electronic City,Quick Bites,"Chinese, Fast Food, North Indian, Rolls"
0.0,Electronic City,Quick Bites,"Kerala, South Indian"
2.5,Electronic City,"Takeaway, Delivery",Chinese
0.0,Electronic City,Quick Bites,"North Indian, Chinese, Fast Food"
3.2,Electronic City,Casual Dining,"Andhra, Chinese, North Indian, South Indian"
0.0,Electronic City,Quick Bites,"Beverages, Fast Food"
3.8,Electronic City,Casual Dining,"North Indian, South Indian, Chinese"
4.2,Electronic City,Casual Dining,North Indian
3.4,Electronic City,Casual Dining,"South Indian, North Indian, Kerala"
0.0,Electronic City,Quick Bites,"Street Food, Sandwich, Beverages"
3.5,Electronic City,Quick Bites,"South Indian, North Indian"
2.6,Electronic City,Delivery,Biryani
0.0,Electronic City,Quick Bites,"American, Continental"
3.4,Electronic City,Quick Bites,North Indian
3.9,Electronic City,"Dessert Parlor, Quick Bites","Desserts, Fast Food"
2.5,Electronic City,Quick Bites,South Indian
3.7,Electronic City,Quick Bites,North Indian
3.1,Electronic City,Delivery,"Tea, Beverages"
0.0,Electronic City,Delivery,North Indian
3.2,Electronic City,Quick Bites,Fast Food
3.5,Electronic City,Quick Bites,Chinese
0.0,Electronic City,Delivery,Chinese
3.3,Electronic City,Quick Bites,"Mughlai, Chinese, North Indian"
3.6,Electronic City,Casual Dining,"Andhra, North Indian, Chinese, Biryani"
3.9,Electronic City,Quick Bites,"American, Sandwich"
3.4,Electronic City,Quick Bites,"South Indian, Bakery, Fast Food"
3.3,Electronic City,Quick Bites,"Mithai, Street Food"
3.7,Electronic City,"Food Court, Quick Bites","North Indian, Chinese"
3.7,Electronic City,Dessert Parlor,"Ice Cream, Desserts"
3.4,Electronic City,Bakery,"Bakery, Desserts"
3.3,Electronic City,Bakery,Bakery
3.1,Electronic City,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food"
2.8,Electronic City,Quick Bites,"North Indian, Chinese, Biryani, Seafood"
0.0,Electronic City,Delivery,North Indian
0.0,Electronic City,"Takeaway, Delivery","Asian, Salad, Italian"
2.9,Electronic City,Quick Bites,"North Indian, Chinese, Healthy Food"
3.6,Electronic City,Casual Dining,"North Indian, South Indian, Chinese, Andhra, Biryani"
3.9,Electronic City,Casual Dining,"North Indian, Chinese"
3.4,Electronic City,Quick Bites,"Fast Food, Burger"
3.5,Electronic City,Quick Bites,"North Indian, Biryani"
0.0,Electronic City,Quick Bites,"North Indian, Chinese, Arabian, Biryani, Rolls"
3.1,Electronic City,Quick Bites,"North Indian, Chinese"
0.0,Electronic City,Quick Bites,Street Food
0.0,South Bangalore,"Takeaway, Delivery","Beverages, Desserts, Fast Food"
3.7,Electronic City,Dessert Parlor,"Ice Cream, Desserts"
0.0,Electronic City,"Takeaway, Delivery",North Indian
4.0,Electronic City,"Bar, Casual Dining","North Indian, Pizza, Asian, Italian"
3.5,Electronic City,Casual Dining,"North Indian, Chinese, Arabian"
0.0,Electronic City,Quick Bites,"North Indian, Chinese, Fast Food"
4.3,Electronic City,"Pub, Casual Dining","Continental, North Indian, Chinese, Salad"
2.7,Electronic City,"Takeaway, Delivery","North Indian, Chinese, Kebab, Mughlai"
0.0,Electronic City,Delivery,"North Indian, Biryani"
3.8,Electronic City,Quick Bites,Fast Food
3.2,Electronic City,"Takeaway, Delivery","Andhra, South Indian"
3.1,Electronic City,Quick Bites,"North Indian, South Indian, Chinese, Andhra, Biryani"
2.7,Electronic City,"Takeaway, Delivery","Chinese, North Indian, South Indian, Biryani, Andhra"
3.9,Electronic City,"Beverage Shop, Quick Bites","Beverages, Juices, Fast Food"
3.1,Electronic City,Bakery,"Bakery, Desserts"
3.0,Electronic City,Casual Dining,South Indian
2.7,Electronic City,Quick Bites,"Pizza, Fast Food"
3.4,Electronic City,Dessert Parlor,Desserts
3.3,Electronic City,Casual Dining,"Biryani, Chinese"
3.6,Electronic City,Food Court,"North Indian, Fast Food, Street Food"
3.4,Electronic City,Bakery,Bakery
3.6,Electronic City,Casual Dining,"Andhra, North Indian, Biryani"
3.8,Electronic City,Casual Dining,"Andhra, Biryani, North Indian, Chinese"
0.0,Electronic City,Quick Bites,"South Indian, Fast Food"
0.0,Electronic City,Beverage Shop,Juices
3.3,Bommanahalli,Quick Bites,"Burger, Fast Food"
3.9,Electronic City,Quick Bites,North Indian
0.0,Electronic City,Quick Bites,Momos
3.3,Electronic City,Quick Bites,Fast Food
0.0,Electronic City,Delivery,North Indian
0.0,Electronic City,Quick Bites,South Indian
3.9,Electronic City,Quick Bites,"South Indian, Andhra, Biryani"
3.4,Electronic City,Casual Dining,North Indian
3.9,Electronic City,Quick Bites,"South Indian, North Indian, Chinese"
3.7,Electronic City,Beverage Shop,"Beverages, Sandwich"
3.0,Electronic City,Dessert Parlor,"Bakery, Fast Food"
0.0,Electronic City,"Takeaway, Delivery","Biryani, Andhra"
0.0,Electronic City,Quick Bites,South Indian
2.9,Electronic City,Casual Dining,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices"
3.8,Electronic City,Bar,"North Indian, Thai, Chinese, Continental"
3.9,Electronic City,Beverage Shop,"Beverages, Fast Food"
0.0,Electronic City,Quick Bites,North Indian
3.2,Electronic City,"Bakery, Quick Bites","Bakery, Desserts"
3.1,Electronic City,Casual Dining,"North Indian, Chinese"
0.0,Electronic City,Casual Dining,"North Indian, South Indian, Chinese"
3.4,Electronic City,"Casual Dining, Bar","Chinese, North Indian, Thai"
3.4,Electronic City,Quick Bites,"North Indian, Chinese"
3.7,Electronic City,Bakery,"Bakery, French, Fast Food"
4.0,Electronic City,Dessert Parlor,"Ice Cream, Desserts"
3.2,Electronic City,Casual Dining,"North Indian, Italian"
3.0,Electronic City,Casual Dining,"Fast Food, North Indian, Finger Food"
3.6,Electronic City,Casual Dining,"North Indian, Chinese"
3.7,Electronic City,Quick Bites,North Indian
3.5,Electronic City,Quick Bites,South Indian
3.4,Electronic City,Casual Dining,Kerala
3.5,Electronic City,Quick Bites,"North Indian, Chinese"
3.2,Electronic City,"Takeaway, Delivery","North Indian, Chinese"
0.0,Electronic City,"Takeaway, Delivery",North Indian
3.3,Electronic City,Quick Bites,"Kerala, Chinese"
0.0,Electronic City,Quick Bites,"Fast Food, Beverages"
3.3,Electronic City,Casual Dining,"North Indian, Chinese, Mughlai"
0.0,Electronic City,Quick Bites,"Biryani, North Indian, South Indian, Fast Food"
3.6,Electronic City,"Casual Dining, Bar","Andhra, Chinese, North Indian, Biryani"
3.5,Electronic City,Quick Bites,"South Indian, Biryani, Chinese"
2.7,Electronic City,Quick Bites,"Fast Food, Rolls, Momos"
0.0,Electronic City,Quick Bites,South Indian
3.5,Electronic City,Lounge,"North Indian, Pizza, Asian, Italian"
3.0,Electronic City,Dessert Parlor,Mithai
3.6,Electronic City,Quick Bites,North Indian
0.0,Electronic City,Quick Bites,"Biryani, North Indian, Chinese, Fast Food"
3.6,Electronic City,Quick Bites,"Fast Food, Chinese"
3.0,Electronic City,Casual Dining,"North Indian, Chinese, Andhra"
3.1,Electronic City,Casual Dining,"North Indian, Chinese"
3.5,Electronic City,Quick Bites,"North Indian, South Indian, Chinese"
3.6,Electronic City,Quick Bites,"Chinese, Andhra"
3.7,Electronic City,Quick Bites,Street Food
3.6,Electronic City,Quick Bites,"North Indian, Chinese"
3.7,Electronic City,Casual Dining,"North Indian, Chinese"
3.6,Electronic City,Casual Dining,"Andhra, Biryani"
3.5,Electronic City,Quick Bites,"Biryani, Fast Food, North Indian"
0.0,Electronic City,"Takeaway, Delivery",South Indian
0.0,Electronic City,Quick Bites,"Andhra, Chinese"
3.5,Electronic City,Casual Dining,"Andhra, Chinese, North Indian, South Indian"
0.0,Electronic City,Quick Bites,"South Indian, North Indian, Chinese"
3.4,Electronic City,Quick Bites,"North Indian, Biryani, South Indian"
3.6,Electronic City,Casual Dining,"Chinese, North Indian"
0.0,Electronic City,Quick Bites,"Fast Food, Beverages"
2.9,Electronic City,Casual Dining,"Andhra, Chinese, North Indian"
3.3,Electronic City,Quick Bites,"North Indian, Chinese"
0.0,Electronic City,Casual Dining,"Andhra, North Indian, Chinese, Seafood"
3.6,Electronic City,Casual Dining,"North Indian, Chinese, Arabian, Juices"
2.9,Electronic City,Casual Dining,"North Indian, Chinese, Kebab"
3.7,Electronic City,Casual Dining,"North Indian, Chinese"
3.2,Electronic City,Quick Bites,"North Indian, Kerala"
0.0,Electronic City,Quick Bites,"North Indian, South Indian, Kerala"
0.0,Electronic City,Bakery,"Bakery, Desserts"
0.0,Electronic City,Casual Dining,"North Indian, Kebab, Seafood, Chinese"
0.0,Electronic City,Quick Bites,North Indian
3.0,Electronic City,Quick Bites,"North Indian, Chinese"
3.5,Electronic City,Casual Dining,"South Indian, North Indian, Chinese"
3.1,Electronic City,Quick Bites,"North Indian, Chinese, Kerala"
3.3,Electronic City,Quick Bites,"Biryani, North Indian, South Indian"
3.1,Electronic City,Quick Bites,"South Indian, Chinese"
3.6,Electronic City,Quick Bites,"Kerala, Fast Food, Beverages"
0.0,Electronic City,Quick Bites,Bakery
0.0,Electronic City,Quick Bites,"North Indian, South Indian, Chinese, Kerala"
0.0,Electronic City,Bakery,"Bakery, Desserts"
0.0,Electronic City,Delivery,"Kerala, North Indian, Chinese"
0.0,Electronic City,Delivery,Bakery
0.0,Electronic City,Bakery,Bakery
0.0,Electronic City,Casual Dining,"North Indian, Chinese, Arabian"
0.0,Electronic City,Quick Bites,"Salad, Sandwich, Fast Food, Beverages, Juices"
0.0,Electronic City,Sweet Shop,"Mithai, Street Food, North Indian"
0.0,Electronic City,Quick Bites,"South Indian, North Indian, Chinese"
0.0,Electronic City,Quick Bites,North Indian
0.0,Electronic City,Quick Bites,Andhra
0.0,Electronic City,Delivery,"Chinese, North Indian, South Indian"
0.0,Electronic City,Quick Bites,"North Indian, South Indian, Kerala, Arabian"
0.0,Electronic City,Quick Bites,"South Indian, North Indian, Arabian"
0.0,Electronic City,Quick Bites,"South Indian, Biryani"
0.0,Electronic City,Casual Dining,"Andhra, North Indian"
3.6,Electronic City,Quick Bites,"Andhra, South Indian, Chettinad"
3.7,Electronic City,Casual Dining,"South Indian, North Indian"
0.0,Electronic City,Beverage Shop,"Bakery, Desserts"
0.0,Electronic City,Quick Bites,"Biryani, North Indian"
0.0,Electronic City,"Quick Bites, Beverage Shop","South Indian, Juices"
0.0,Electronic City,Quick Bites,South Indian
0.0,Electronic City,Casual Dining,"South Indian, North Indian, Chinese"
0.0,Electronic City,Quick Bites,"Chinese, Fast Food"
0.0,Electronic City,Quick Bites,"Bakery, Fast Food"
3.2,Electronic City,Bakery,"Bakery, Desserts"
0.0,Electronic City,Quick Bites,"Chinese, North Indian"
0.0,Electronic City,Quick Bites,"Kerala, Seafood"
0.0,Electronic City,Delivery,"North Indian, Biryani"
0.0,Electronic City,Quick Bites,Chinese
0.0,Electronic City,Bakery,"Bakery, Desserts, Sandwich"
0.0,Electronic City,Delivery,Beverages
0.0,Electronic City,Quick Bites,"North Indian, Fast Food"
0.0,Electronic City,Quick Bites,"Chinese, North Indian, Fast Food"
0.0,Electronic City,Delivery,North Indian
0.0,Electronic City,Quick Bites,South Indian
0.0,Electronic City,Quick Bites,"South Indian, Biryani"
0.0,Electronic City,Quick Bites,"North Indian, Chinese, Fast Food"
0.0,Electronic City,"Quick Bites, Beverage Shop","Fast Food, Burger, Beverages, Ice Cream"
0.0,Electronic City,Quick Bites,South Indian
0.0,Electronic City,Delivery,Bakery
0.0,Electronic City,Mess,"South Indian, North Indian, Chinese"
0.0,Electronic City,"Takeaway, Delivery",North Indian
0.0,Electronic City,Mess,"South Indian, Biryani"
0.0,Electronic City,Quick Bites,Biryani
0.0,Electronic City,Quick Bites,"North Indian, Chinese"
0.0,Electronic City,Casual Dining,"Andhra, North Indian, Chinese"
0.0,Electronic City,Casual Dining,"Chinese, Mughlai, Hyderabadi, North Indian"
0.0,Electronic City,Quick Bites,"Andhra, Biryani"
0.0,Electronic City,Quick Bites,Fast Food
0.0,Electronic City,"Takeaway, Delivery","Salad, Healthy Food"
0.0,Electronic City,Quick Bites,"North Indian, Chinese"
0.0,Electronic City,Quick Bites,"Biryani, South Indian"
0.0,Electronic City,Quick Bites,"Juices, North Indian"
0.0,Electronic City,Quick Bites,North Indian
0.0,Electronic City,Delivery,Bakery
3.1,Electronic City,Quick Bites,"Biryani, South Indian"
3.5,Electronic City,Quick Bites,"Biryani, North Indian"
3.6,Electronic City,Quick Bites,North Indian
3.1,Electronic City,Casual Dining,"North Indian, South Indian"
3.3,Electronic City,Mess,Andhra
0.0,Electronic City,Quick Bites,"South Indian, North Indian"
3.5,Electronic City,Quick Bites,"North Indian, Chinese"
3.5,Electronic City,Casual Dining,"North Indian, Chinese, Continental, South Indian"
0.0,Electronic City,Casual Dining,"Biryani, Hyderabadi"
0.0,Electronic City,Quick Bites,North Indian
2.7,Electronic City,"Takeaway, Delivery",North Indian
3.2,Electronic City,Quick Bites,"North Indian, Chinese, Pizza, Burger"
3.2,Electronic City,Casual Dining,"North Indian, South Indian"
0.0,Electronic City,Dessert Parlor,Desserts
3.4,Electronic City,Casual Dining,South Indian
0.0,Electronic City,Bakery,"Bakery, Fast Food"
3.3,Electronic City,Quick Bites,"North Indian, Chinese"
0.0,Electronic City,Quick Bites,South Indian
3.4,Electronic City,Mess,South Indian
3.1,Electronic City,Quick Bites,"North Indian, Biryani, Chinese"
3.2,Electronic City,Casual Dining,"North Indian, Chinese"
2.8,Electronic City,"Takeaway, Delivery","North Indian, Chinese"
3.2,Electronic City,Delivery,North Indian
3.7,Electronic City,Quick Bites,"North Indian, Chinese"
3.6,Electronic City,Quick Bites,"Chinese, North Indian"
2.9,Electronic City,Quick Bites,"South Indian, Street Food, Beverages"
3.3,Electronic City,"Casual Dining, Pub","Andhra, Chinese, Continental"
0.0,South Bangalore,Food Truck,South Indian
3.3,Electronic City,Quick Bites,"Kerala, Juices"
0.0,Electronic City,Quick Bites,"North Indian, South Indian, Chinese"
3.3,Electronic City,"Takeaway, Delivery",Andhra
3.6,Electronic City,Casual Dining,"Kerala, North Indian, Chinese, South Indian"
3.3,Electronic City,Quick Bites,"Healthy Food, Fast Food"
3.5,Electronic City,"Takeaway, Delivery","North Indian, South Indian"
3.3,Electronic City,"Takeaway, Delivery","North Indian, Chinese"
3.0,Electronic City,Quick Bites,"Burger, Fast Food"
0.0,Electronic City,Delivery,"Andhra, North Indian, South Indian, Chinese"
3.4,Electronic City,Casual Dining,"Andhra, South Indian, North Indian, Chinese"
3.3,Electronic City,Delivery,Chinese
3.5,Electronic City,Casual Dining,"North Indian, Chinese, Biryani"
3.3,Electronic City,Quick Bites,"North Indian, Chinese"
3.1,Electronic City,Casual Dining,"South Indian, North Indian, Chinese"
3.2,Electronic City,Dessert Parlor,Desserts
3.4,Electronic City,Casual Dining,"Chinese, Hyderabadi, Mughlai, South Indian"
3.4,Electronic City,Quick Bites,"North Indian, Chinese"
3.5,Electronic City,Casual Dining,"South Indian, North Indian"
3.7,Electronic City,Delivery,"Bengali, North Indian, Oriya"
3.1,Electronic City,Quick Bites,Chinese
2.4,Electronic City,Casual Dining,North Indian
3.9,Electronic City,Delivery,"Continental, South Indian, North Indian"
3.6,Electronic City,Quick Bites,"North Indian, Chinese"
3.0,Electronic City,Quick Bites,"Street Food, Chinese, North Indian, South Indian"
0.0,Electronic City,Delivery,Beverages
3.5,Electronic City,Casual Dining,"North Indian, Kerala, Biryani, South Indian"
3.0,Electronic City,Quick Bites,"North Indian, Chinese"
0.0,Electronic City,Quick Bites,"North Indian, South Indian, Chinese"
3.3,Electronic City,Quick Bites,"North Indian, Chinese"
3.6,Electronic City,Quick Bites,"Kerala, Biryani, Chinese, North Indian"
3.6,Electronic City,"Takeaway, Delivery","Continental, Fast Food"
0.0,Electronic City,Delivery,South Indian
0.0,Electronic City,Quick Bites,"South Indian, Biryani"
0.0,Electronic City,Quick Bites,"North Indian, South Indian"
0.0,Electronic City,Quick Bites,"South Indian, Street Food"
3.7,Electronic City,Dessert Parlor,Mithai
3.5,Electronic City,Quick Bites,Fast Food
0.0,Electronic City,Quick Bites,"Biryani, North Indian, Chinese"
3.4,Electronic City,Quick Bites,"Fast Food, Beverages"
0.0,Electronic City,Quick Bites,Fast Food
0.0,Electronic City,Quick Bites,"Biryani, Fast Food, South Indian"
0.0,Electronic City,Delivery,Continental
0.0,Electronic City,"Takeaway, Delivery","Biryani, North Indian"
0.0,Electronic City,"Takeaway, Delivery","South Indian, North Indian, Chinese"
0.0,Electronic City,"Takeaway, Delivery","Kerala, Seafood, Biryani, Desserts"
0.0,Electronic City,"Takeaway, Delivery",Healthy Food
0.0,Electronic City,"Takeaway, Delivery","Biryani, Charcoal Chicken"
